job_id,skill_id,company_id,time_id,location_id,seniority,title
9e1d46be67e8,12,11,365,7,Senior,Principal Analytics Engineer
9e1d46be67e8,1,11,365,7,Senior,Principal Analytics Engineer
9e1d46be67e8,21,11,365,7,Senior,Principal Analytics Engineer
9e1d46be67e8,15,11,365,7,Senior,Principal Analytics Engineer
d86d955030f7,19,6,63,9,Mid,BI Analyst
d86d955030f7,14,6,63,9,Mid,BI Analyst
d86d955030f7,5,6,63,9,Mid,BI Analyst
d86d955030f7,9,6,63,9,Mid,BI Analyst
d86d955030f7,11,6,63,9,Mid,BI Analyst
b45d353de64b,19,20,2,7,Senior,Lead Data Analyst
b45d353de64b,14,20,2,7,Senior,Lead Data Analyst
b45d353de64b,22,20,2,7,Senior,Lead Data Analyst
b45d353de64b,10,20,2,7,Senior,Lead Data Analyst
9588db248f6c,19,24,169,6,Mid,Analytics Engineer
9588db248f6c,16,24,169,6,Mid,Analytics Engineer
9588db248f6c,14,24,169,6,Mid,Analytics Engineer
9588db248f6c,8,24,169,6,Mid,Analytics Engineer
9588db248f6c,23,24,169,6,Mid,Analytics Engineer
9588db248f6c,15,24,169,6,Mid,Analytics Engineer
b43d4c3efed0,19,4,158,7,Senior,Senior BI Analyst
b43d4c3efed0,6,4,158,7,Senior,Senior BI Analyst
d243895d1bb1,19,24,266,2,Senior,Senior BI Analyst
d243895d1bb1,14,24,266,2,Senior,Senior BI Analyst
d243895d1bb1,8,24,266,2,Senior,Senior BI Analyst
d243895d1bb1,4,24,266,2,Senior,Senior BI Analyst
d243895d1bb1,21,24,266,2,Senior,Senior BI Analyst
f522d17167bf,16,11,340,2,Junior,Junior BI Analyst
f522d17167bf,25,11,340,2,Junior,Junior BI Analyst
f522d17167bf,5,11,340,2,Junior,Junior BI Analyst
88fd6547e478,16,4,304,1,Junior,Junior Data Analyst
88fd6547e478,14,4,304,1,Junior,Junior Data Analyst
88fd6547e478,4,4,304,1,Junior,Junior Data Analyst
88fd6547e478,25,4,304,1,Junior,Junior Data Analyst
88fd6547e478,12,4,304,1,Junior,Junior Data Analyst
88fd6547e478,1,4,304,1,Junior,Junior Data Analyst
88fd6547e478,3,4,304,1,Junior,Junior Data Analyst
27514576252b,19,15,166,2,Junior,Graduate Data Analyst
27514576252b,16,15,166,2,Junior,Graduate Data Analyst
27514576252b,14,15,166,2,Junior,Graduate Data Analyst
27514576252b,8,15,166,2,Junior,Graduate Data Analyst
27514576252b,25,15,166,2,Junior,Graduate Data Analyst
27514576252b,9,15,166,2,Junior,Graduate Data Analyst
27514576252b,24,15,166,2,Junior,Graduate Data Analyst
6b92091735a6,19,1,173,9,Mid,Product Analyst
6b92091735a6,14,1,173,9,Mid,Product Analyst
6b92091735a6,4,1,173,9,Mid,Product Analyst
6b92091735a6,25,1,173,9,Mid,Product Analyst
6b92091735a6,23,1,173,9,Mid,Product Analyst
6b92091735a6,3,1,173,9,Mid,Product Analyst
6b92091735a6,15,1,173,9,Mid,Product Analyst
6b92091735a6,18,1,173,9,Mid,Product Analyst
d6e3f9a1a184,19,6,271,7,Mid,Analytics Engineer
d6e3f9a1a184,16,6,271,7,Mid,Analytics Engineer
d6e3f9a1a184,14,6,271,7,Mid,Analytics Engineer
d6e3f9a1a184,8,6,271,7,Mid,Analytics Engineer
d6e3f9a1a184,4,6,271,7,Mid,Analytics Engineer
d6e3f9a1a184,12,6,271,7,Mid,Analytics Engineer
d6e3f9a1a184,5,6,271,7,Mid,Analytics Engineer
d6e3f9a1a184,24,6,271,7,Mid,Analytics Engineer
02cf8d759039,19,11,14,7,Senior,Senior Analytics Engineer
02cf8d759039,16,11,14,7,Senior,Senior Analytics Engineer
02cf8d759039,8,11,14,7,Senior,Senior Analytics Engineer
02cf8d759039,4,11,14,7,Senior,Senior Analytics Engineer
02cf8d759039,25,11,14,7,Senior,Senior Analytics Engineer
02cf8d759039,15,11,14,7,Senior,Senior Analytics Engineer
8873f671fdfa,19,12,27,7,Senior,Senior BI Analyst
8873f671fdfa,8,12,27,7,Senior,Senior BI Analyst
8873f671fdfa,4,12,27,7,Senior,Senior BI Analyst
8873f671fdfa,25,12,27,7,Senior,Senior BI Analyst
8873f671fdfa,12,12,27,7,Senior,Senior BI Analyst
8873f671fdfa,21,12,27,7,Senior,Senior BI Analyst
8873f671fdfa,5,12,27,7,Senior,Senior BI Analyst
579d05b35944,19,10,289,2,Junior,Data Analyst (Entry Level)
579d05b35944,16,10,289,2,Junior,Data Analyst (Entry Level)
579d05b35944,14,10,289,2,Junior,Data Analyst (Entry Level)
579d05b35944,13,10,289,2,Junior,Data Analyst (Entry Level)
579d05b35944,9,10,289,2,Junior,Data Analyst (Entry Level)
1392bb2dd063,19,28,208,8,Senior,Lead Data Analyst
1392bb2dd063,16,28,208,8,Senior,Lead Data Analyst
1392bb2dd063,8,28,208,8,Senior,Lead Data Analyst
1392bb2dd063,2,28,208,8,Senior,Lead Data Analyst
f617a01a4024,19,26,244,2,Junior,Junior Data Analyst
f617a01a4024,16,26,244,2,Junior,Junior Data Analyst
f617a01a4024,8,26,244,2,Junior,Junior Data Analyst
f617a01a4024,4,26,244,2,Junior,Junior Data Analyst
f617a01a4024,25,26,244,2,Junior,Junior Data Analyst
f617a01a4024,22,26,244,2,Junior,Junior Data Analyst
f617a01a4024,10,26,244,2,Junior,Junior Data Analyst
8fb5a8c8b1a2,14,19,432,9,Senior,Senior Analytics Engineer
8fb5a8c8b1a2,8,19,432,9,Senior,Senior Analytics Engineer
8fb5a8c8b1a2,25,19,432,9,Senior,Senior Analytics Engineer
8fb5a8c8b1a2,12,19,432,9,Senior,Senior Analytics Engineer
8fb5a8c8b1a2,1,19,432,9,Senior,Senior Analytics Engineer
8fb5a8c8b1a2,6,19,432,9,Senior,Senior Analytics Engineer
44f562d35e6f,19,15,186,2,Mid,Analytics Engineer
44f562d35e6f,14,15,186,2,Mid,Analytics Engineer
44f562d35e6f,8,15,186,2,Mid,Analytics Engineer
44f562d35e6f,6,15,186,2,Mid,Analytics Engineer
44f562d35e6f,15,15,186,2,Mid,Analytics Engineer
ba24dca57247,7,16,155,7,Mid,Product Analyst
ba24dca57247,13,16,155,7,Mid,Product Analyst
ba24dca57247,11,16,155,7,Mid,Product Analyst
d3d8682c480b,19,23,353,9,Mid,SQL Analyst
d3d8682c480b,14,23,353,9,Mid,SQL Analyst
d3d8682c480b,8,23,353,9,Mid,SQL Analyst
d3d8682c480b,4,23,353,9,Mid,SQL Analyst
d3d8682c480b,1,23,353,9,Mid,SQL Analyst
d3d8682c480b,18,23,353,9,Mid,SQL Analyst
ed79056578e9,19,6,322,2,Mid,Data Analyst
ed79056578e9,14,6,322,2,Mid,Data Analyst
ed79056578e9,8,6,322,2,Mid,Data Analyst
ed79056578e9,4,6,322,2,Mid,Data Analyst
ed79056578e9,12,6,322,2,Mid,Data Analyst
ed79056578e9,18,6,322,2,Mid,Data Analyst
d106880f5285,19,4,95,6,Mid,BI Analyst
d106880f5285,16,4,95,6,Mid,BI Analyst
d106880f5285,14,4,95,6,Mid,BI Analyst
d106880f5285,23,4,95,6,Mid,BI Analyst
d106880f5285,5,4,95,6,Mid,BI Analyst
d106880f5285,13,4,95,6,Mid,BI Analyst
12b5f1a1cc30,19,17,34,2,Junior,Graduate Data Analyst
12b5f1a1cc30,16,17,34,2,Junior,Graduate Data Analyst
12b5f1a1cc30,14,17,34,2,Junior,Graduate Data Analyst
12b5f1a1cc30,8,17,34,2,Junior,Graduate Data Analyst
12b5f1a1cc30,23,17,34,2,Junior,Graduate Data Analyst
12b5f1a1cc30,6,17,34,2,Junior,Graduate Data Analyst
12b5f1a1cc30,21,17,34,2,Junior,Graduate Data Analyst
12b5f1a1cc30,9,17,34,2,Junior,Graduate Data Analyst
81c96a293197,19,11,97,1,Junior,Data Analyst (Entry Level)
81c96a293197,16,11,97,1,Junior,Data Analyst (Entry Level)
81c96a293197,8,11,97,1,Junior,Data Analyst (Entry Level)
81c96a293197,4,11,97,1,Junior,Data Analyst (Entry Level)
81c96a293197,25,11,97,1,Junior,Data Analyst (Entry Level)
81c96a293197,1,11,97,1,Junior,Data Analyst (Entry Level)
81c96a293197,6,11,97,1,Junior,Data Analyst (Entry Level)
e60e6392791c,16,11,276,2,Senior,Principal Analytics Engineer
e60e6392791c,8,11,276,2,Senior,Principal Analytics Engineer
e60e6392791c,4,11,276,2,Senior,Principal Analytics Engineer
e60e6392791c,15,11,276,2,Senior,Principal Analytics Engineer
e60e6392791c,10,11,276,2,Senior,Principal Analytics Engineer
91b6ef3133a2,19,2,305,2,Mid,Data Analyst
91b6ef3133a2,16,2,305,2,Mid,Data Analyst
91b6ef3133a2,14,2,305,2,Mid,Data Analyst
dd5045c0e016,19,17,427,9,Mid,SQL Analyst
dd5045c0e016,16,17,427,9,Mid,SQL Analyst
dd5045c0e016,14,17,427,9,Mid,SQL Analyst
dd5045c0e016,4,17,427,9,Mid,SQL Analyst
dd5045c0e016,1,17,427,9,Mid,SQL Analyst
1aabf9b08c11,19,14,308,1,Senior,Senior Analytics Engineer
1aabf9b08c11,16,14,308,1,Senior,Senior Analytics Engineer
1aabf9b08c11,8,14,308,1,Senior,Senior Analytics Engineer
1aabf9b08c11,4,14,308,1,Senior,Senior Analytics Engineer
1aabf9b08c11,25,14,308,1,Senior,Senior Analytics Engineer
1aabf9b08c11,12,14,308,1,Senior,Senior Analytics Engineer
1aabf9b08c11,1,14,308,1,Senior,Senior Analytics Engineer
1aabf9b08c11,22,14,308,1,Senior,Senior Analytics Engineer
1aabf9b08c11,6,14,308,1,Senior,Senior Analytics Engineer
1aabf9b08c11,15,14,308,1,Senior,Senior Analytics Engineer
7b1cac641efd,19,24,194,3,Junior,Junior BI Analyst
7b1cac641efd,16,24,194,3,Junior,Junior BI Analyst
7b1cac641efd,8,24,194,3,Junior,Junior BI Analyst
7b1cac641efd,4,24,194,3,Junior,Junior BI Analyst
7b1cac641efd,23,24,194,3,Junior,Junior BI Analyst
7b1cac641efd,6,24,194,3,Junior,Junior BI Analyst
7b1cac641efd,3,24,194,3,Junior,Junior BI Analyst
44e28f8ac528,19,4,345,8,Mid,Data Analyst
44e28f8ac528,16,4,345,8,Mid,Data Analyst
44e28f8ac528,14,4,345,8,Mid,Data Analyst
44e28f8ac528,8,4,345,8,Mid,Data Analyst
44e28f8ac528,24,4,345,8,Mid,Data Analyst
645bca8a1b75,19,24,394,9,Mid,BI Analyst
645bca8a1b75,14,24,394,9,Mid,BI Analyst
645bca8a1b75,8,24,394,9,Mid,BI Analyst
645bca8a1b75,4,24,394,9,Mid,BI Analyst
645bca8a1b75,25,24,394,9,Mid,BI Analyst
645bca8a1b75,3,24,394,9,Mid,BI Analyst
645bca8a1b75,10,24,394,9,Mid,BI Analyst
bba70bd65e1a,19,28,254,2,Junior,Junior BI Analyst
bba70bd65e1a,14,28,254,2,Junior,Junior BI Analyst
bba70bd65e1a,8,28,254,2,Junior,Junior BI Analyst
bba70bd65e1a,23,28,254,2,Junior,Junior BI Analyst
bba70bd65e1a,1,28,254,2,Junior,Junior BI Analyst
bba70bd65e1a,22,28,254,2,Junior,Junior BI Analyst
bba70bd65e1a,13,28,254,2,Junior,Junior BI Analyst
bba70bd65e1a,2,28,254,2,Junior,Junior BI Analyst
ca15e73ac697,19,19,396,2,Senior,Senior Data Analyst
ca15e73ac697,16,19,396,2,Senior,Senior Data Analyst
ca15e73ac697,4,19,396,2,Senior,Senior Data Analyst
ca15e73ac697,25,19,396,2,Senior,Senior Data Analyst
ca15e73ac697,12,19,396,2,Senior,Senior Data Analyst
ca15e73ac697,7,19,396,2,Senior,Senior Data Analyst
ca15e73ac697,9,19,396,2,Senior,Senior Data Analyst
6268c23575d6,19,7,168,7,Mid,BI Analyst
6268c23575d6,16,7,168,7,Mid,BI Analyst
6268c23575d6,14,7,168,7,Mid,BI Analyst
6268c23575d6,8,7,168,7,Mid,BI Analyst
6268c23575d6,12,7,168,7,Mid,BI Analyst
6268c23575d6,1,7,168,7,Mid,BI Analyst
6268c23575d6,21,7,168,7,Mid,BI Analyst
6268c23575d6,5,7,168,7,Mid,BI Analyst
e1c65fdf751f,19,9,30,7,Senior,Head of Analytics
e1c65fdf751f,16,9,30,7,Senior,Head of Analytics
e1c65fdf751f,12,9,30,7,Senior,Head of Analytics
e1c65fdf751f,6,9,30,7,Senior,Head of Analytics
e1c65fdf751f,13,9,30,7,Senior,Head of Analytics
21af32097bba,19,18,47,8,Senior,Head of Analytics
21af32097bba,16,18,47,8,Senior,Head of Analytics
21af32097bba,8,18,47,8,Senior,Head of Analytics
21af32097bba,12,18,47,8,Senior,Head of Analytics
21af32097bba,7,18,47,8,Senior,Head of Analytics
0afb61e1afc9,19,21,334,1,Junior,Data Analyst (Entry Level)
0afb61e1afc9,16,21,334,1,Junior,Data Analyst (Entry Level)
0afb61e1afc9,14,21,334,1,Junior,Data Analyst (Entry Level)
0afb61e1afc9,4,21,334,1,Junior,Data Analyst (Entry Level)
0afb61e1afc9,25,21,334,1,Junior,Data Analyst (Entry Level)
0afb61e1afc9,23,21,334,1,Junior,Data Analyst (Entry Level)
0afb61e1afc9,12,21,334,1,Junior,Data Analyst (Entry Level)
8a07e4c87256,14,11,326,6,Mid,Analytics Engineer
8a07e4c87256,4,11,326,6,Mid,Analytics Engineer
8a07e4c87256,25,11,326,6,Mid,Analytics Engineer
8a07e4c87256,18,11,326,6,Mid,Analytics Engineer
2a81ecef66dd,19,1,416,2,Mid,Product Analyst
2a81ecef66dd,4,1,416,2,Mid,Product Analyst
2a81ecef66dd,22,1,416,2,Mid,Product Analyst
2a81ecef66dd,5,1,416,2,Mid,Product Analyst
4c2bc3679c23,19,6,356,2,Junior,Graduate Data Analyst
4c2bc3679c23,16,6,356,2,Junior,Graduate Data Analyst
4c2bc3679c23,14,6,356,2,Junior,Graduate Data Analyst
4c2bc3679c23,8,6,356,2,Junior,Graduate Data Analyst
4c2bc3679c23,25,6,356,2,Junior,Graduate Data Analyst
4c2bc3679c23,21,6,356,2,Junior,Graduate Data Analyst
4c2bc3679c23,5,6,356,2,Junior,Graduate Data Analyst
4c2bc3679c23,10,6,356,2,Junior,Graduate Data Analyst
a0aa9b655513,19,1,104,5,Mid,SQL Analyst
a0aa9b655513,14,1,104,5,Mid,SQL Analyst
a0aa9b655513,4,1,104,5,Mid,SQL Analyst
a0aa9b655513,25,1,104,5,Mid,SQL Analyst
a0aa9b655513,12,1,104,5,Mid,SQL Analyst
a0aa9b655513,1,1,104,5,Mid,SQL Analyst
a0aa9b655513,22,1,104,5,Mid,SQL Analyst
a0aa9b655513,11,1,104,5,Mid,SQL Analyst
b5aa111f8b1e,19,12,174,6,Senior,Senior Data Analyst
b5aa111f8b1e,16,12,174,6,Senior,Senior Data Analyst
b5aa111f8b1e,14,12,174,6,Senior,Senior Data Analyst
b5aa111f8b1e,12,12,174,6,Senior,Senior Data Analyst
39c07003484d,19,1,343,2,Senior,Lead Data Analyst
39c07003484d,8,1,343,2,Senior,Lead Data Analyst
39c07003484d,25,1,343,2,Senior,Lead Data Analyst
39c07003484d,1,1,343,2,Senior,Lead Data Analyst
39c07003484d,5,1,343,2,Senior,Lead Data Analyst
3cf83eb9f319,19,22,351,6,Mid,Data Analyst
3cf83eb9f319,16,22,351,6,Mid,Data Analyst
3cf83eb9f319,14,22,351,6,Mid,Data Analyst
3cf83eb9f319,8,22,351,6,Mid,Data Analyst
3cf83eb9f319,12,22,351,6,Mid,Data Analyst
50a70b213ceb,19,21,214,2,Senior,Senior Data Analyst
50a70b213ceb,16,21,214,2,Senior,Senior Data Analyst
50a70b213ceb,23,21,214,2,Senior,Senior Data Analyst
50a70b213ceb,7,21,214,2,Senior,Senior Data Analyst
50a70b213ceb,5,21,214,2,Senior,Senior Data Analyst
50a70b213ceb,3,21,214,2,Senior,Senior Data Analyst
7437339f7b61,19,26,300,7,Senior,Senior Analytics Engineer
7437339f7b61,16,26,300,7,Senior,Senior Analytics Engineer
7437339f7b61,14,26,300,7,Senior,Senior Analytics Engineer
7437339f7b61,4,26,300,7,Senior,Senior Analytics Engineer
7437339f7b61,1,26,300,7,Senior,Senior Analytics Engineer
7437339f7b61,21,26,300,7,Senior,Senior Analytics Engineer
7437339f7b61,15,26,300,7,Senior,Senior Analytics Engineer
0af3391be4c9,16,2,78,6,Mid,SQL Analyst
0af3391be4c9,14,2,78,6,Mid,SQL Analyst
0af3391be4c9,4,2,78,6,Mid,SQL Analyst
0af3391be4c9,7,2,78,6,Mid,SQL Analyst
0af3391be4c9,2,2,78,6,Mid,SQL Analyst
8f131098fe99,19,26,106,2,Junior,Junior BI Analyst
8f131098fe99,14,26,106,2,Junior,Junior BI Analyst
8f131098fe99,8,26,106,2,Junior,Junior BI Analyst
8f131098fe99,4,26,106,2,Junior,Junior BI Analyst
8f131098fe99,25,26,106,2,Junior,Junior BI Analyst
8f131098fe99,23,26,106,2,Junior,Junior BI Analyst
8f131098fe99,12,26,106,2,Junior,Junior BI Analyst
8f131098fe99,10,26,106,2,Junior,Junior BI Analyst
59ebf44e9409,8,17,220,2,Senior,Head of Analytics
59ebf44e9409,25,17,220,2,Senior,Head of Analytics
59ebf44e9409,12,17,220,2,Senior,Head of Analytics
59ebf44e9409,5,17,220,2,Senior,Head of Analytics
59ebf44e9409,15,17,220,2,Senior,Head of Analytics
de07a60838aa,8,1,264,8,Mid,BI Analyst
de07a60838aa,4,1,264,8,Mid,BI Analyst
de07a60838aa,12,1,264,8,Mid,BI Analyst
de07a60838aa,7,1,264,8,Mid,BI Analyst
7438c65ccc14,19,25,386,2,Senior,Senior Data Analyst
7438c65ccc14,14,25,386,2,Senior,Senior Data Analyst
7438c65ccc14,8,25,386,2,Senior,Senior Data Analyst
7438c65ccc14,4,25,386,2,Senior,Senior Data Analyst
1847d094dcf5,19,12,122,4,Senior,Senior Data Analyst
1847d094dcf5,16,12,122,4,Senior,Senior Data Analyst
1847d094dcf5,4,12,122,4,Senior,Senior Data Analyst
1847d094dcf5,12,12,122,4,Senior,Senior Data Analyst
1847d094dcf5,9,12,122,4,Senior,Senior Data Analyst
50e19d05baf9,19,15,143,2,Junior,Junior Business Analyst
50e19d05baf9,16,15,143,2,Junior,Junior Business Analyst
50e19d05baf9,8,15,143,2,Junior,Junior Business Analyst
50e19d05baf9,13,15,143,2,Junior,Junior Business Analyst
9531e7ef481f,19,5,35,2,Senior,Senior BI Analyst
9531e7ef481f,16,5,35,2,Senior,Senior BI Analyst
9531e7ef481f,8,5,35,2,Senior,Senior BI Analyst
9531e7ef481f,23,5,35,2,Senior,Senior BI Analyst
9531e7ef481f,12,5,35,2,Senior,Senior BI Analyst
9531e7ef481f,21,5,35,2,Senior,Senior BI Analyst
9531e7ef481f,17,5,35,2,Senior,Senior BI Analyst
9531e7ef481f,11,5,35,2,Senior,Senior BI Analyst
dc8d8d18fe90,19,6,428,2,Mid,Product Analyst
dc8d8d18fe90,16,6,428,2,Mid,Product Analyst
dc8d8d18fe90,8,6,428,2,Mid,Product Analyst
dc8d8d18fe90,4,6,428,2,Mid,Product Analyst
dc8d8d18fe90,23,6,428,2,Mid,Product Analyst
dc8d8d18fe90,1,6,428,2,Mid,Product Analyst
ddc590d4ddfe,19,17,417,2,Junior,Graduate Data Analyst
ddc590d4ddfe,16,17,417,2,Junior,Graduate Data Analyst
ddc590d4ddfe,8,17,417,2,Junior,Graduate Data Analyst
ddc590d4ddfe,22,17,417,2,Junior,Graduate Data Analyst
ddc590d4ddfe,6,17,417,2,Junior,Graduate Data Analyst
ddc590d4ddfe,5,17,417,2,Junior,Graduate Data Analyst
ddc590d4ddfe,18,17,417,2,Junior,Graduate Data Analyst
8387c6abba01,19,19,178,7,Senior,Head of Analytics
8387c6abba01,16,19,178,7,Senior,Head of Analytics
8387c6abba01,14,19,178,7,Senior,Head of Analytics
8387c6abba01,5,19,178,7,Senior,Head of Analytics
